,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
27270,Bronx,Longwood,40.82245,-73.90875,Entire home/apt,110,2,19,0.97,1,0
27271,Queens,Long Island City,40.76654,-73.93508,Entire home/apt,90,6,0,0.0,1,0
27272,Brooklyn,Bedford-Stuyvesant,40.69119,-73.94339,Entire home/apt,100,3,1,0.05,1,0
27273,Manhattan,Washington Heights,40.84859,-73.942,Private room,75,1,3,0.45,2,56
27274,Brooklyn,Crown Heights,40.66389,-73.93736,Private room,150,2,16,0.87,3,66
27275,Manhattan,East Village,40.72834,-73.97907,Entire home/apt,400,30,0,0.0,1,119
27276,Brooklyn,Fort Hamilton,40.62245,-74.02958,Private room,55,7,3,0.15,1,0
27277,Brooklyn,Flatbush,40.6452,-73.95958,Entire home/apt,120,5,1,0.05,1,0
27278,Manhattan,Greenwich Village,40.73054,-74.0013,Entire home/apt,165,3,14,0.69,1,0
27279,Brooklyn,Crown Heights,40.66598,-73.95427,Entire home/apt,150,2,10,0.53,1,0
27280,Queens,Elmhurst,40.74403,-73.88167,Private room,58,6,50,2.56,5,257
27281,Brooklyn,Williamsburg,40.71547,-73.94346,Entire home/apt,150,10,1,0.73,1,160
27282,Brooklyn,Park Slope,40.66993,-73.98137,Private room,60,3,22,1.09,1,6
27283,Brooklyn,Williamsburg,40.71807,-73.9545,Entire home/apt,250,30,3,0.15,1,0
27284,Manhattan,Upper West Side,40.77845,-73.98198,Entire home/apt,315,4,16,0.84,1,7
27285,Manhattan,Morningside Heights,40.80967,-73.95781,Private room,75,3,0,0.0,1,0
27286,Brooklyn,Williamsburg,40.71259,-73.94189,Entire home/apt,125,4,11,0.55,1,11
27287,Queens,Springfield Gardens,40.6611,-73.7683,Private room,80,1,403,19.75,3,26
27288,Staten Island,Arrochar,40.59746,-74.08406,Private room,32,4,26,1.33,8,315
27289,Brooklyn,Kensington,40.63178,-73.97128,Entire home/apt,32,1,0,0.0,1,0
27290,Manhattan,Harlem,40.80169,-73.95154,Private room,80,3,33,1.64,1,39
27291,Manhattan,Harlem,40.82148,-73.9366,Private room,69,1,67,3.47,2,28
27292,Manhattan,Nolita,40.7237,-73.99454,Entire home/apt,200,5,7,0.36,1,1
27293,Manhattan,Upper West Side,40.77538,-73.97743,Entire home/apt,350,1,11,0.54,1,80
27294,Manhattan,Upper West Side,40.79741,-73.9697,Private room,150,2,27,1.33,1,63
27295,Brooklyn,Crown Heights,40.6717,-73.91745,Private room,50,2,35,1.8,2,174
27296,Brooklyn,Crown Heights,40.6777,-73.94251,Private room,48,45,3,0.15,3,0
27297,Brooklyn,Bedford-Stuyvesant,40.69169,-73.95893,Private room,49,1,0,0.0,2,0
27298,Manhattan,Murray Hill,40.74567,-73.97578,Shared room,150,3,17,1.17,1,14
27299,Manhattan,Hell's Kitchen,40.75744,-73.99438,Entire home/apt,230,2,21,1.09,1,120
27300,Brooklyn,Williamsburg,40.712,-73.95766,Private room,90,4,11,0.55,3,117
27301,Manhattan,East Village,40.72728,-73.98865,Private room,75,14,13,0.65,1,27
27302,Brooklyn,Cypress Hills,40.67929,-73.8847,Private room,89,1,23,1.14,1,74
27303,Queens,Ozone Park,40.68146,-73.84726,Entire home/apt,150,4,38,2.66,4,51
27304,Brooklyn,Fort Greene,40.68814,-73.97108,Entire home/apt,200,2,0,0.0,1,0
27305,Queens,Ditmars Steinway,40.77219,-73.90269,Private room,65,2,71,3.46,1,60
27306,Brooklyn,Crown Heights,40.67254,-73.95541,Private room,94,1,9,0.46,1,0
27307,Brooklyn,Bedford-Stuyvesant,40.6906,-73.93398,Entire home/apt,95,7,1,0.05,2,0
27308,Brooklyn,Bushwick,40.69723,-73.92244,Entire home/apt,159,2,44,2.15,4,352
27309,Brooklyn,Bedford-Stuyvesant,40.681,-73.92894,Entire home/apt,150,4,3,0.16,1,0
27310,Brooklyn,Bushwick,40.69809,-73.92244,Entire home/apt,159,2,51,2.49,4,357
27311,Manhattan,Washington Heights,40.83294,-73.94218,Private room,80,2,1,0.05,1,0
27312,Manhattan,Little Italy,40.71932,-73.99522,Entire home/apt,190,31,1,0.07,11,61
27313,Manhattan,East Harlem,40.79697,-73.93757,Private room,70,4,0,0.0,1,0
27314,Brooklyn,Cobble Hill,40.68631,-73.99763,Private room,59,7,33,1.67,1,0
27315,Manhattan,Little Italy,40.7192,-73.9965,Entire home/apt,190,30,4,0.22,11,328
27316,Brooklyn,Bedford-Stuyvesant,40.69258,-73.94063,Entire home/apt,200,3,4,0.34,1,0
27317,Queens,Astoria,40.7674,-73.92656,Private room,69,1,129,6.29,1,349
27318,Brooklyn,Williamsburg,40.71078,-73.94666,Private room,70,1,1,0.05,1,0
27319,Manhattan,Greenwich Village,40.72856,-74.00097,Entire home/apt,170,3,8,0.41,1,0
27320,Manhattan,Hell's Kitchen,40.76132,-73.99298,Entire home/apt,133,30,2,0.11,91,4
27321,Brooklyn,Williamsburg,40.70883,-73.94242,Private room,60,1,21,1.46,1,0
27322,Brooklyn,Bedford-Stuyvesant,40.68549,-73.9387,Private room,50,2,15,0.75,5,4
27323,Queens,Richmond Hill,40.69659,-73.81435,Entire home/apt,90,2,54,2.69,1,283
27324,Brooklyn,Park Slope,40.67497,-73.97913,Entire home/apt,235,5,41,2.22,2,219
27325,Manhattan,Upper East Side,40.77316,-73.96237,Shared room,59,1,7,0.34,1,0
27326,Brooklyn,Greenpoint,40.7255,-73.94428,Entire home/apt,100,2,13,0.66,1,1
27327,Brooklyn,Bushwick,40.68741,-73.91138,Private room,51,1,19,0.94,8,175
27328,Queens,Flushing,40.73858,-73.80809,Private room,65,2,4,0.28,1,364
27329,Brooklyn,Williamsburg,40.71846,-73.94489,Private room,95,3,6,0.3,3,0
27330,Queens,Ozone Park,40.68918,-73.84262,Private room,50,7,1,0.05,1,363
27331,Manhattan,Hell's Kitchen,40.7614,-73.98682,Shared room,68,3,9,0.45,3,0
27332,Brooklyn,Sunset Park,40.64046,-74.01337,Private room,35,3,3,0.16,1,0
27333,Manhattan,Inwood,40.86406,-73.91971,Entire home/apt,110,4,15,0.77,1,19
27334,Brooklyn,Williamsburg,40.71075,-73.95935,Private room,70,1,1,0.07,1,0
27335,Brooklyn,Flatbush,40.65021,-73.96293,Private room,65,2,13,0.66,1,310
27336,Manhattan,Upper West Side,40.78737,-73.97293,Entire home/apt,145,3,75,3.73,1,110
27337,Manhattan,Hell's Kitchen,40.76914,-73.98757,Private room,125,2,61,3.02,4,95
27338,Brooklyn,Park Slope,40.67023,-73.98311,Entire home/apt,250,1,48,2.38,1,2
27339,Manhattan,Kips Bay,40.74128,-73.98069,Entire home/apt,275,2,93,4.61,1,66
27340,Brooklyn,Bedford-Stuyvesant,40.6777,-73.92176,Private room,31,7,1,0.05,1,0
27341,Manhattan,Hell's Kitchen,40.76945,-73.98798,Private room,125,2,48,2.36,4,74
27342,Queens,Astoria,40.76168,-73.91976,Private room,55,3,2,0.1,1,0
27343,Brooklyn,Bedford-Stuyvesant,40.68315,-73.91283,Private room,32,1,0,0.0,1,0
27344,Brooklyn,Park Slope,40.68081,-73.97865,Private room,65,1,0,0.0,1,0
27345,Brooklyn,Prospect Heights,40.67502,-73.96447,Private room,75,3,38,1.88,2,66
27346,Queens,East Elmhurst,40.76876,-73.87245,Private room,65,1,191,9.41,6,336
27347,Brooklyn,Canarsie,40.64105,-73.91369,Entire home/apt,84,2,91,4.51,1,224
27348,Manhattan,East Harlem,40.78704,-73.94209,Private room,90,1,20,1.0,2,0
27349,Brooklyn,South Slope,40.66394,-73.98298,Entire home/apt,150,2,2,0.1,1,0
27350,Manhattan,East Harlem,40.79474,-73.94932,Entire home/apt,185,1,81,3.98,1,65
27351,Brooklyn,Bedford-Stuyvesant,40.68594,-73.94967,Private room,47,5,10,0.49,1,0
27352,Manhattan,East Harlem,40.79281,-73.95192,Private room,85,1,92,4.52,2,0
27353,Queens,Astoria,40.76219,-73.9237,Private room,60,1,2,0.12,1,0
27354,Manhattan,Upper East Side,40.77736,-73.95156,Entire home/apt,200,31,2,0.29,33,325
27355,Manhattan,Upper East Side,40.77768,-73.94998,Entire home/apt,160,31,2,0.19,33,324
27356,Brooklyn,Bedford-Stuyvesant,40.68471,-73.93885,Private room,50,2,12,0.61,5,10
27357,Brooklyn,Williamsburg,40.71209,-73.9634,Entire home/apt,107,4,17,0.85,1,9
27358,Manhattan,East Village,40.72549,-73.99198,Shared room,120,2,0,0.0,1,0
27359,Brooklyn,Bedford-Stuyvesant,40.68969,-73.95195,Entire home/apt,150,2,21,1.38,1,48
27360,Brooklyn,Williamsburg,40.70443,-73.93039,Private room,65,2,71,3.65,1,249
27361,Brooklyn,Gowanus,40.6723,-73.99214,Private room,40,7,1,0.05,1,0
27362,Brooklyn,Bushwick,40.70361,-73.9255,Private room,52,1,2,0.1,1,0
27363,Brooklyn,Williamsburg,40.71432,-73.9497,Entire home/apt,358,3,57,2.89,1,182
27364,Brooklyn,Williamsburg,40.71829,-73.95926,Entire home/apt,219,2,64,3.48,1,257
27365,Manhattan,East Harlem,40.78988,-73.94956,Private room,130,4,31,1.63,1,8
27366,Manhattan,East Village,40.72052,-73.97806,Entire home/apt,157,30,0,0.0,4,0
27367,Manhattan,Financial District,40.70812,-74.00447,Private room,100,11,0,0.0,1,0
27368,Queens,Flushing,40.75456,-73.80417,Private room,48,1,37,2.19,1,39
27369,Queens,East Elmhurst,40.77046,-73.87336,Private room,60,1,257,12.54,6,351
27370,Brooklyn,Williamsburg,40.7151,-73.95129,Entire home/apt,100,30,6,0.31,4,233
27371,Brooklyn,Bushwick,40.70312,-73.91933,Private room,45,7,0,0.0,1,0
27372,Brooklyn,Cypress Hills,40.67794,-73.90639,Private room,48,1,114,5.65,5,235
27373,Manhattan,Murray Hill,40.74791,-73.97939,Entire home/apt,375,3,0,0.0,1,0
27374,Brooklyn,Williamsburg,40.72174,-73.95807,Private room,125,3,1,0.05,2,2
27375,Manhattan,Upper West Side,40.79307,-73.97449,Entire home/apt,118,1,2,0.1,1,0
27376,Manhattan,Upper West Side,40.78544,-73.97869,Entire home/apt,116,3,15,0.77,1,0
27377,Manhattan,Harlem,40.82397,-73.95453,Private room,55,11,124,6.1,6,95
27378,Queens,Flushing,40.76498,-73.82904,Private room,55,1,34,1.73,3,78
27379,Queens,Flushing,40.76519,-73.82979,Private room,85,1,5,0.27,3,85
27380,Queens,Ditmars Steinway,40.7762,-73.90623,Private room,47,1,0,0.0,1,0
27381,Manhattan,East Village,40.72625,-73.98404,Private room,80,1,10,0.52,2,97
27382,Queens,Richmond Hill,40.70269,-73.82653,Entire home/apt,40,2,30,1.47,1,44
27383,Brooklyn,Williamsburg,40.70632,-73.94978,Entire home/apt,102,3,0,0.0,1,0
27384,Bronx,Edenwald,40.89215,-73.83351,Entire home/apt,75,3,50,3.02,1,148
27385,Brooklyn,Williamsburg,40.71372,-73.95149,Private room,69,2,5,0.25,1,0
27386,Manhattan,Harlem,40.82841,-73.9473,Private room,59,1,0,0.0,1,0
27387,Manhattan,Midtown,40.75219,-73.9838,Private room,489,2,0,0.0,1,311
27388,Brooklyn,Gowanus,40.67889,-73.987,Private room,70,1,59,3.01,2,29
27389,Manhattan,East Village,40.72552,-73.98165,Private room,90,4,0,0.0,1,0
27390,Manhattan,Washington Heights,40.8556,-73.93245,Private room,35,4,67,3.61,1,2
27391,Manhattan,Harlem,40.81866,-73.93796,Private room,50,1,8,0.4,1,0
27392,Brooklyn,Prospect Heights,40.67807,-73.96446,Entire home/apt,100,5,1,0.05,1,0
27393,Manhattan,Harlem,40.81865,-73.93684,Entire home/apt,80,1,89,4.44,1,47
27394,Brooklyn,Crown Heights,40.67452,-73.9554,Private room,120,1,0,0.0,1,0
27395,Brooklyn,Bushwick,40.69104,-73.91685,Private room,75,1,44,2.16,2,0
27396,Brooklyn,Bedford-Stuyvesant,40.67653,-73.90814,Private room,48,1,106,5.26,5,243
27397,Queens,Astoria,40.76818,-73.9278,Private room,40,1,134,6.64,1,343
27398,Manhattan,Midtown,40.74172,-73.98343,Entire home/apt,379,4,63,3.17,1,238
27399,Bronx,Parkchester,40.83079,-73.8815,Private room,50,2,10,0.79,2,283
27400,Manhattan,Midtown,40.7582,-73.97843,Entire home/apt,210,29,0,0.0,1,340
27401,Brooklyn,Bushwick,40.70316,-73.91304,Private room,120,2,0,0.0,2,0
27402,Brooklyn,Prospect Heights,40.67411,-73.96532,Private room,62,1,55,2.76,1,63
27403,Brooklyn,Bedford-Stuyvesant,40.68207,-73.92208,Private room,45,5,0,0.0,1,0
27404,Bronx,Mott Haven,40.8118,-73.92263,Private room,54,1,9,0.46,1,0
27405,Queens,Ozone Park,40.6776,-73.84717,Private room,75,3,1,0.2,1,83
27406,Brooklyn,Crown Heights,40.67593,-73.95366,Entire home/apt,66,2,18,0.9,1,44
27407,Brooklyn,Bushwick,40.70253,-73.92362,Private room,44,2,1,0.05,1,0
27408,Brooklyn,Bushwick,40.70239,-73.92931,Private room,65,1,35,1.8,1,52
27409,Brooklyn,Bedford-Stuyvesant,40.69129,-73.95983,Private room,70,3,12,0.61,1,189
27410,Manhattan,NoHo,40.72632,-73.9928,Entire home/apt,249,10,0,0.0,1,0
27411,Queens,Jamaica,40.68054,-73.76712,Entire home/apt,128,1,141,7.24,1,164
27412,Brooklyn,Crown Heights,40.67133,-73.94526,Entire home/apt,128,2,8,0.4,1,0
27413,Brooklyn,Bedford-Stuyvesant,40.68344,-73.95329,Private room,50,2,2,0.1,2,0
27414,Manhattan,East Harlem,40.78743,-73.95179,Entire home/apt,150,4,92,4.62,1,0
27415,Brooklyn,Williamsburg,40.71387,-73.94378,Private room,75,3,1,0.05,1,0
27416,Brooklyn,Bushwick,40.70113,-73.92205,Private room,60,3,1,0.05,2,0
27417,Manhattan,East Village,40.72179,-73.97904,Private room,80,2,1,0.05,1,0
27418,Queens,Woodside,40.74485,-73.9054,Private room,40,1,22,1.12,3,332
27419,Manhattan,Harlem,40.82604,-73.94998,Private room,60,15,18,0.89,1,0
27420,Queens,Sunnyside,40.7479,-73.91742,Entire home/apt,125,2,2,0.11,1,0
27421,Manhattan,Kips Bay,40.73801,-73.98099,Private room,75,3,2,0.1,1,0
27422,Staten Island,Tompkinsville,40.63333,-74.08389,Private room,30,3,13,0.7,3,176
27423,Manhattan,Upper West Side,40.78901,-73.98057,Entire home/apt,199,5,12,1.35,1,12
27424,Brooklyn,Bay Ridge,40.63435,-74.02939,Private room,100,1,3,0.21,1,179
27425,Manhattan,East Village,40.72736,-73.98907,Entire home/apt,385,4,1,0.05,1,89
27426,Manhattan,Inwood,40.86471,-73.92422,Private room,47,2,3,0.23,2,0
27427,Brooklyn,Crown Heights,40.67577,-73.95751,Entire home/apt,70,3,3,0.15,1,0
27428,Brooklyn,Bedford-Stuyvesant,40.69374,-73.95641,Entire home/apt,265,4,22,1.49,34,309
27429,Manhattan,Upper West Side,40.78481,-73.97648,Shared room,60,1,73,3.65,4,88
27430,Manhattan,Lower East Side,40.71136,-73.98808,Shared room,33,100,0,0.0,28,308
27431,Manhattan,Lower East Side,40.71021,-73.98863,Shared room,29,100,0,0.0,28,341
27432,Manhattan,Upper West Side,40.78617,-73.97663,Shared room,60,1,67,3.31,4,81
27433,Manhattan,Lower East Side,40.71165,-73.98708,Shared room,33,100,2,0.11,28,201
27434,Brooklyn,Williamsburg,40.71675,-73.95614,Entire home/apt,219,3,2,0.11,1,0
27435,Manhattan,Harlem,40.82587,-73.95102,Private room,80,2,33,1.74,2,65
27436,Queens,Astoria,40.76549,-73.91735,Entire home/apt,150,3,3,0.16,2,0
27437,Manhattan,Lower East Side,40.72112,-73.98493,Private room,80,5,5,0.26,2,0
27438,Queens,Jackson Heights,40.75184,-73.88722,Private room,60,1,46,2.29,1,30
27439,Brooklyn,East New York,40.67271,-73.89071,Private room,55,30,0,0.0,2,364
27440,Brooklyn,Bedford-Stuyvesant,40.69283,-73.94573,Entire home/apt,100,1,0,0.0,1,0
27441,Brooklyn,Williamsburg,40.71346,-73.95733,Entire home/apt,125,2,3,0.16,1,0
27442,Brooklyn,Bushwick,40.70085,-73.91929,Private room,72,3,1,0.05,2,0
27443,Brooklyn,Bedford-Stuyvesant,40.69059,-73.92837,Private room,64,2,30,1.62,1,94
27444,Brooklyn,Windsor Terrace,40.65503,-73.97774,Entire home/apt,149,2,17,0.86,1,1
27445,Queens,Flushing,40.76014,-73.82263,Entire home/apt,99,2,42,2.56,1,5
27446,Manhattan,Harlem,40.81264,-73.94602,Entire home/apt,225,2,55,3.5,1,133
27447,Manhattan,Harlem,40.81296,-73.94625,Entire home/apt,265,2,76,4.07,1,147
27448,Manhattan,Hell's Kitchen,40.76371,-73.99346,Entire home/apt,200,2,9,2.7,1,140
27449,Manhattan,Morningside Heights,40.80431,-73.96615,Entire home/apt,80,12,1,0.05,1,0
27450,Manhattan,Harlem,40.81272,-73.9517,Entire home/apt,111,7,5,0.28,1,8
27451,Brooklyn,Williamsburg,40.71223,-73.96025,Entire home/apt,150,4,5,0.25,1,0
27452,Manhattan,Washington Heights,40.84063,-73.93928,Private room,55,1,108,5.34,1,13
27453,Brooklyn,Bushwick,40.6963,-73.90874,Private room,85,3,2,0.1,2,0
27454,Manhattan,Lower East Side,40.71389,-73.98239,Entire home/apt,400,3,8,1.1,1,91
27455,Brooklyn,Bushwick,40.70426,-73.92551,Private room,60,8,7,0.36,1,8
27456,Brooklyn,Dyker Heights,40.62547,-74.00647,Entire home/apt,90,1,50,2.48,2,287
27457,Brooklyn,Flatbush,40.65059,-73.9637,Private room,70,3,0,0.0,1,0
27458,Brooklyn,Williamsburg,40.71935,-73.96049,Entire home/apt,220,2,14,0.76,1,0
27459,Brooklyn,Bushwick,40.6994,-73.93367,Entire home/apt,120,1,94,5.03,3,240
27460,Manhattan,Upper East Side,40.78312,-73.95344,Private room,64,2,7,0.35,1,0
27461,Brooklyn,Bushwick,40.70358,-73.91515,Private room,40,3,1,0.05,1,0
27462,Brooklyn,Canarsie,40.62834,-73.90506,Private room,70,2,37,2.19,1,67
27463,Manhattan,SoHo,40.7244,-73.99884,Private room,169,3,31,1.54,1,69
27464,Manhattan,Washington Heights,40.83878,-73.94731,Private room,75,2,78,3.9,1,230
27465,Manhattan,Washington Heights,40.84482,-73.94029,Entire home/apt,139,2,85,4.21,1,125
27466,Brooklyn,Williamsburg,40.711,-73.95701,Entire home/apt,300,2,0,0.0,1,0
27467,Brooklyn,Greenpoint,40.72483,-73.9437,Shared room,38,1,32,1.6,5,346
27468,Brooklyn,Gowanus,40.66705,-73.9927,Private room,40,5,0,0.0,1,0
27469,Queens,Elmhurst,40.74425,-73.88311,Private room,58,6,38,1.96,5,288
27470,Brooklyn,Williamsburg,40.7074,-73.941,Private room,43,1,36,1.97,1,0
27471,Brooklyn,Bedford-Stuyvesant,40.69309,-73.94662,Private room,60,1,7,0.36,1,0
27472,Brooklyn,Bushwick,40.6929,-73.91681,Private room,32,3,25,1.62,3,90
27473,Queens,Ditmars Steinway,40.77109,-73.91117,Private room,55,15,3,0.15,1,55
27474,Brooklyn,Vinegar Hill,40.69925,-73.98266,Private room,100,3,2,0.11,3,96
27475,Brooklyn,Williamsburg,40.71681,-73.94912,Entire home/apt,99,4,5,0.25,1,0
27476,Manhattan,Harlem,40.80015,-73.95483,Private room,50,1,3,0.15,1,0
27477,Queens,Astoria,40.75819,-73.92687,Private room,47,30,1,0.05,1,90
27478,Queens,Rosedale,40.66158,-73.74821,Private room,67,5,0,0.0,1,90
27479,Queens,East Elmhurst,40.76918,-73.8719,Private room,55,1,208,10.28,6,352
27480,Brooklyn,Clinton Hill,40.68597,-73.95983,Entire home/apt,125,25,0,0.0,1,172
27481,Manhattan,Upper East Side,40.76959,-73.95601,Entire home/apt,190,2,1,0.06,1,9
27482,Brooklyn,Williamsburg,40.71763,-73.96008,Private room,50,4,3,0.16,1,0
27483,Brooklyn,Bedford-Stuyvesant,40.69094,-73.95144,Private room,80,3,5,0.27,3,65
27484,Manhattan,Upper East Side,40.78217,-73.94844,Entire home/apt,150,6,17,1.13,1,0
27485,Brooklyn,Bedford-Stuyvesant,40.6886,-73.95906,Entire home/apt,99,2,0,0.0,1,0
27486,Brooklyn,Bushwick,40.69168,-73.91453,Entire home/apt,500,5,1,0.05,1,0
27487,Manhattan,Upper West Side,40.79907,-73.96962,Entire home/apt,225,6,4,0.22,1,177
27488,Brooklyn,Crown Heights,40.67354,-73.95149,Private room,41,1,1,0.05,2,0
27489,Manhattan,Hell's Kitchen,40.75976,-73.9955,Entire home/apt,140,2,26,1.41,1,0
27490,Brooklyn,Bedford-Stuyvesant,40.68364,-73.95821,Entire home/apt,85,3,3,0.15,1,0
27491,Manhattan,Hell's Kitchen,40.76291,-73.98976,Private room,105,1,135,6.78,1,68
27492,Brooklyn,Brownsville,40.66087,-73.90935,Entire home/apt,115,1,2,0.1,1,0
27493,Brooklyn,Crown Heights,40.67286,-73.94758,Private room,31,6,0,0.0,1,0
27494,Brooklyn,Fort Greene,40.69647,-73.97681,Entire home/apt,120,20,3,0.16,1,58
27495,Manhattan,Upper East Side,40.77976,-73.95409,Private room,100,2,16,0.8,1,0
27496,Manhattan,Midtown,40.7451,-73.98139,Entire home/apt,250,2,11,0.57,1,22
27497,Brooklyn,Bushwick,40.69168,-73.9132,Shared room,28,30,5,0.25,5,281
27498,Brooklyn,Greenpoint,40.72891,-73.95618,Private room,150,2,4,0.2,1,0
27499,Brooklyn,Bushwick,40.6951,-73.91157,Shared room,30,30,5,0.25,5,365
27500,Brooklyn,Bushwick,40.69641,-73.90895,Shared room,30,30,2,0.11,8,325
27501,Queens,Forest Hills,40.71825,-73.83502,Shared room,60,1,68,3.62,1,125
27502,Manhattan,Harlem,40.80188,-73.95695,Entire home/apt,75,7,12,0.63,1,3
27503,Brooklyn,Fort Greene,40.68558,-73.96965,Entire home/apt,150,5,0,0.0,1,0
27504,Brooklyn,Williamsburg,40.71729,-73.95051,Private room,50,2,1,0.05,1,0
27505,Brooklyn,Bedford-Stuyvesant,40.6864,-73.91858,Private room,50,10,6,0.33,2,5
27506,Brooklyn,Park Slope,40.67441,-73.97614,Entire home/apt,160,4,7,0.36,1,0
27507,Manhattan,Upper East Side,40.7827,-73.94537,Entire home/apt,125,5,1,0.05,1,0
27508,Manhattan,Chelsea,40.75286,-73.99551,Entire home/apt,239,30,0,0.0,87,364
27509,Manhattan,Chinatown,40.71537,-73.99119,Entire home/apt,250,4,32,1.71,1,188
27510,Brooklyn,Bedford-Stuyvesant,40.68423,-73.9526,Entire home/apt,110,4,38,1.91,1,309
27511,Brooklyn,Williamsburg,40.71035,-73.94774,Private room,95,3,43,2.54,1,59
27512,Manhattan,SoHo,40.72208,-74.00217,Entire home/apt,1000,5,0,0.0,1,364
27513,Brooklyn,Cobble Hill,40.68615,-73.9972,Entire home/apt,160,3,11,0.59,1,14
27514,Brooklyn,East Flatbush,40.64358,-73.9462,Private room,118,2,2,0.11,4,45
27515,Brooklyn,Bushwick,40.69871,-73.92877,Private room,70,1,93,4.67,3,17
27516,Brooklyn,Williamsburg,40.70737,-73.93961,Entire home/apt,125,4,2,0.11,1,0
27517,Brooklyn,Bay Ridge,40.62602,-74.023,Private room,55,3,0,0.0,1,0
27518,Brooklyn,Columbia St,40.68559,-74.0011,Entire home/apt,130,3,6,0.3,1,106
27519,Manhattan,Financial District,40.71079,-74.00934,Private room,80,30,1,0.32,1,339
27520,Manhattan,Hell's Kitchen,40.76495,-73.98844,Entire home/apt,248,2,19,0.96,1,0
27521,Brooklyn,Bushwick,40.69812,-73.93151,Private room,48,4,6,0.32,1,6
27522,Brooklyn,Brooklyn Heights,40.7007,-73.99517,Entire home/apt,150,30,0,0.0,2,65
27523,Brooklyn,Williamsburg,40.70981,-73.95343,Entire home/apt,175,3,28,1.43,1,0
27524,Brooklyn,Williamsburg,40.70551,-73.93454,Private room,67,3,33,1.66,2,127
27525,Brooklyn,Bay Ridge,40.6247,-74.03094,Private room,80,3,1,0.05,1,363
27526,Queens,Richmond Hill,40.69473,-73.83061,Private room,45,2,0,0.0,5,363
27527,Manhattan,East Village,40.73014,-73.98152,Entire home/apt,180,3,8,0.42,1,10
27528,Brooklyn,Crown Heights,40.67315,-73.94534,Private room,31,7,0,0.0,1,0
27529,Brooklyn,Bedford-Stuyvesant,40.68717,-73.94557,Entire home/apt,98,3,12,0.62,1,0
27530,Brooklyn,Brownsville,40.67375,-73.90813,Private room,40,1,6,0.3,2,0
27531,Brooklyn,Williamsburg,40.70509,-73.94228,Entire home/apt,100,3,0,0.0,1,0
27532,Manhattan,Murray Hill,40.74601,-73.97823,Entire home/apt,200,1,46,2.36,1,0
27533,Brooklyn,DUMBO,40.70231,-73.98938,Entire home/apt,125,2,1,0.05,1,0
27534,Brooklyn,Downtown Brooklyn,40.69339,-73.98581,Entire home/apt,90,3,7,0.37,1,0
27535,Queens,Sunnyside,40.74457,-73.9194,Entire home/apt,82,21,0,0.0,1,0
27536,Brooklyn,Bedford-Stuyvesant,40.67954,-73.948,Entire home/apt,100,4,5,0.25,1,0
27537,Manhattan,Chelsea,40.74023,-73.99994,Entire home/apt,485,3,2,0.32,1,1
27538,Queens,Astoria,40.76848,-73.90768,Private room,43,2,42,2.09,2,340
27539,Manhattan,Kips Bay,40.7398,-73.98163,Entire home/apt,175,2,1,0.05,1,3
27540,Manhattan,Harlem,40.81223,-73.93992,Entire home/apt,200,3,0,0.0,1,0
27541,Manhattan,East Harlem,40.79313,-73.93991,Entire home/apt,108,7,3,0.16,1,20
27542,Brooklyn,Bedford-Stuyvesant,40.6891,-73.92168,Entire home/apt,80,5,4,0.21,1,0
27543,Brooklyn,Williamsburg,40.71369,-73.93669,Private room,100,5,41,2.11,1,125
27544,Manhattan,East Harlem,40.80834,-73.94049,Entire home/apt,89,1,2,0.11,1,0
27545,Brooklyn,Brownsville,40.66621,-73.92073,Entire home/apt,95,7,28,1.51,1,19
27546,Brooklyn,Greenpoint,40.72747,-73.95462,Entire home/apt,95,3,0,0.0,1,0
27547,Brooklyn,Crown Heights,40.66451,-73.93237,Private room,46,1,49,2.51,1,81
